Permittee,Site Name,Site Address,MCD,County,FID,FIN,Permit,DNR Region,Status
Floyd & Herbert Udeen,Udeen Pit,"T47N,R14W,S21",SUPERIOR - T,Douglas,,34235,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Fond du Lac Stone Inc,Fond du Lac Stone Quarry,N4224 State Road 175,BYRON - T,Fond Du Lac,420032140,28024,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Forest Sawmill, Inc",Forest Sawmill Pit,1/4 mile off Linse Rd on CTH C,WABENO - T,Forest,,46169,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Forever Sandfill and Limestone,Hougan Pit,S Park St and Koshkkonong Rd,PLEASANT SPRINGS - T,Dane,113406040,54538,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Forever Sandfill and Limestone Inc.,Oak Park Quarry,3522 Oak Park Rd,DEERFIELD - T,Dane,113018730,17929,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Francis Melvin Inc,Thums Pit,"T31N,R1W,S23",HAMMEL - T,Taylor,424003580,27734,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Francis Melvin Inc,Pirus Road Pit,"T30N,R2W,Sec.2",MAPLEHURST - T,Taylor,861008060,36792,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Francis Melvin Inc,Neumann Pit,SE N1/2 Sec. 28 T32N R1E,CHELSEA - T,Taylor,998223490,19036,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Francis Melvin Inc,Decker Pit,"T30N-R1E,S32",LITTLE BLACK - T,Taylor,,22322,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Francis Melvin Inc,Duesing pit,SW N1/2 Sec. 33 T32N R1E,CHELSEA - T,Taylor,,19035,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Francis Melvin Inc,Gosbee Pit,"T32N,R1E,Sec.28",CHELSEA - T,Taylor,,25417,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Francis Melvin Inc,Sperl Pit,"SE/NW Section 2, T30N, R1E",LITTLE BLACK - T,Taylor,,49706,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Francis Melvin, Inc. - Nerdrum Pit",Francis Melvin - Nerdrum pit,"Sec. 15, T 29N, R 2W",HIXON - T,Clark,610022380,30122,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Frank Bros Inc,Frank Bros Inc Storr's Lake Pit,"6717 E High St, Milton, WI",MILTON - T,Rock,154138930,19295,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Bros Inc,Frank Bros Inc N Pit,"8427 E County Rd N, Milton, WI",LIMA - T,Rock,154139370,22114,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,Frank Silha and Sons Inc Gunn Quarry,"3409 S Tracy Rd, Janesville, WI",ROCK - T,Rock,154138380,3511,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,Frank Silha and Sons Inc Willowdale Pit,"N Willowdale Rd, Janesville, WI",JANESVILLE - T,Rock,154139040,22109,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,Frank Silha and Sons Inc Townline Pit,"5705 N Milton Shopiere Rd, Milton, WI",HARMONY - T,Rock,154139260,22113,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,Frank Silha and Sons Inc Beloit Pit,"2221 S NYE School Rd, Beloit, WI 53511",BELOIT - C,Rock,154139480,22115,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,MS Properties of Rock County LLC Cronin West Pit,"1200 S County Rd J, Janesville, WI",LA PRAIRIE - T,Rock,154169950,60660,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,Frank Silha and Sons Inc Hwy 14 Pit,"348 N US Hwy 14, Janesville, WI",HARMONY - T,Rock,154171930,62939,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,Frank Silha and Sons Inc J Pit,"920 S Wright Rd, Janesville, WI",JANESVILLE - C,Rock,154172040,62944,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Silha and Sons Inc,Frank Silha and Sons Inc County M Pit,"536 E County Rd M, Milton, WI",FULTON - T,Rock,,22423,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Frank Stoller Construction,Gravel Pit,"South of Hwy 54, East of CTH D",AHNAPEE - T,Kewaunee,,64865,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Frattalone Companies Inc.,Milltown pit,3205 Spruce St.,LITTLE CANADA - T,Polk,,58995,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Frazer Excavating,Frazer Excavating Pit,"T30,N, R8W, Sec 17 NW of the NE",EAGLE POINT - T,Chippewa,,45822,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Fred Hageny,Bed Rock Sand and Gravel Pit,"T35N,R12E,S2",NASHVILLE - T,Forest,,43084,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Fred Zimmerman,Sand Pit,"T24N R14E Sec 16, NE1/4",PELLA - T,Shawano,,25217,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Fredrick V Beil,Fred Beil Pit,"T42N, R2W, Sec. 13",JACOBS - T,Ashland,802009230,34302,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Freedom Excavating Kramer Road Pit,Kramer Road Pit,W2618 Kramer Road,OSBORN - T,Outagamie,445127100,27106,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Freedom Properties Inc Jahnke Pit,Jahnke Pit,"T22N R18E S32, E Broadway Dr.",FREEDOM - T,Outagamie,,26334,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Frenchtown Sand & Gravel,Frenchtown Sand & Gravel,"Sec. 13, T 07N, R 07W",PRAIRIE DU CHIEN - T,Crawford,,24858,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Frens Stone Company Inc,Frens Stone Company Inc Kamphuis Quarry,"County Rd AW & County Rd W, Waupun, WI",TRENTON - T,Dodge,399114760,59292,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Friendshuh Farms Inc,Friendshuh Farms pit,397 75th St,CLEAR LAKE - V,Polk,,59070,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Fritz Koepl, Inc. - 40 Pit",40 Pit,T28N R9W Sec 24 SE SE,HALLIE - T,Chippewa,609023360,21452,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
G & S Trucking (Opelt Sand & Gravel),Opelt Pit,N 2429 STH 95,LEVIS - T,Clark,310000130,9416,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
G L Sandstrom Ent LLC,Pit 211,53345 Four Corners Store Rd,LINCOLN - T,Bayfield,,61773,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
G&M Peterson LLC,Hwy 107 Pit,"Village Road, NW SE Sec. 30 T32N R6E",MERRILL - T,Lincoln,735043100,59494,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
G&M Peterson LLC,Axen Road Pit,Axen Road NE SW Sec. 19 T33N R8E,RUSSELL - T,Lincoln,735043210,59493,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"G&M Peterson, LLC",Peterson Wash Plant,North End Prairie River Avenue,MERRILL - T,Lincoln,,56156,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"G&M Peterson, LLC",Pit Road Site,Pit Road,MERRILL - T,Lincoln,,56159,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
G. Feenstra,Feenstra pit,20817 Meyers Lake Rd.,GLIDDEN - T,Ashland,,59338,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
G5 CHS LLC,G5 CHS LLC,"703 Cherokee Path, Lake Mills, WI 53551",WATERLOO - T,Jefferson,128001170,17932,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
GENESEE AGGREGATES CORPORATION-HILLVIEW,GENESEE AGGREGATES CORPORATION-HILLVIEW PIT,W260 N8149 HWY 164,LISBON - T,Waukesha,268376900,15176,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
GL Sandstrom Ent LLC,Sandstrom Gravel Pit,"T45N,R5W,S27",LINCOLN - T,Bayfield,,34609,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
GLC Minerals LLC,GLC Minerals,1400 Bylsby Avenue,GREEN BAY - C,Brown,405041560,2982,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
GOETZ EXCAVATING - GOETZ MAPLE RD. PIT,GOETZ -MAPLE ROAD PIT,Maple Rd. and in Pine Valley Township,NEILLSVILLE - C,Clark,610020400,23685,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gail A Miller,Gail A Miller Pit,"T35N,R1E,S4",PRENTICE - T,Price,,30241,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gallitz Grading Inc,Gallitz Borrow Pit,"N6131 CTH Y, Johnson Creek, WI 53038",FARMINGTON - T,Jefferson,128127560,53810,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Gary Schyvinch,Schyvinch Quarry,"E7949 South Ave, Reedsburg, WI",DELLONA - T,Sauk,157125760,69414,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Gauthier & Sons Construction Inc,Rupple Medina Sand Pit,W8734 USH 10,DALE - T,Outagamie,,42500,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Gauthier & Sons Construction Inc Medina Pit,Medina Pit,W8734 US Hwy 10,HORTONVILLE - V,Outagamie,,26307,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Gauthier & Sons Construction Inc Mobile Unit,Gauthier Construction - Mobile Unit,344 Henry Street,GREEN BAY - C,Brown,399059650,37703,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Geiss Inc,Geiss Inc,W4490 Pope Rd,MERRILL - T,Lincoln,998044740,58728,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Geiter Construction, Inc.",Stone & Boulder Pit,1423 Range Line Lake Lane,WABENO - T,Forest,,35594,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gene Frederickson Trucking and Excavating,Steckbauer Pit,WI-55 SW NW Sec 30 T31N R15E,WOLF RIVER - T,Langlade,734037040,64885,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Genesee Aggregates - Ottawa Pit,Genesee Aggregates - Town of Ottawa Pit,W340 S2067 County Road C,OTTAWA - T,Waukesha,268531890,11381,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
"Genesee Aggregates, Genesee Pit-Wash Plt","Genesee Aggregates, Genesee Depot Pit",S49 W31772 GRUSH ROAD,GENESEE - T,Waukesha,268289450,3045,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
"Geo, Brockway & Sons, Inc.- Brockway Pit",Brockway Pit,B/W Brockway Dr & De La Mater Rd,UTICA - T,Crawford,,24959,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
George Wos,Hogsback Road Pit A,Hogsback Road,LITTLE RIVER - T,Oconto,,69762,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
George Wos,Hogsback Road Pit B,Hogsback Road,LITTLE RIVER - T,Oconto,,69738,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Georgetown Town of,Georgetown Gravel Pit,NE NW Sec 26 T35N R16W,BALSAM LAKE - V,Polk,,59133,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gerke Excavating,Gerke County N/Hwy 21 Pit,S20 T18N R01E NW NW,BYRON - T,Monroe,399115200,51806,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating,Montana Township Rock Quarry,NW NE & NE NE Sec 14 T22N R10W,MONTANA - T,Buffalo,606018270,49606,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating,"Revels Quarry, Town of Wells","19151 CTH AA, Sparta",WELLS - T,Monroe,642004110,49091,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating,Joe Borntreger Site/King Quarry,"E of King Road, N of Judith Ave S12 T16N R1 W",WILTON - T,Monroe,642079680,46873,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating,Brueggeman Limestone Quarry,17170 Nickel Ave,SHELDON - T,Monroe,642087930,57564,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating,Gerke Excavating Miller Limestone Quarry,"NW SE SEC3 T16 R1W, 19682 ST HWY 131",WILTON - T,Monroe,642088260,59674,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating,Richardson Limestone Quarry,20688 Jade Rd,LEON - T,Monroe,642088590,66260,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating - Jackson Pit,Gerke Excavating - Jackson Pit,NW NE Sec. 25 T17N R4W,SPARTA - T,Monroe,642005760,18937,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating - Menn Pit,Menn Pit,Metal Rd,SHELDON - T,Monroe,642019400,29787,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating Inc,McHugh Pit,W7010 Evergreen Way,ONALASKA - T,La Crosse,632032830,22529,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating- Gerke Pit,Gerke Pit,"Sec. 31 T 17N, R 01E and Sec. 36, T 17N, R 01W",TOMAH - T,Monroe,642019290,29786,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Excavating-Millis Pit,Gerke Excavating Richard Millis Pit,Sec32 R4W,ALBION - T,Jackson,627003300,21575,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gerke Partnership - Home Pit,Gerke Excavating - Home Pit,15341 HWY 131,TOMAH - T,Monroe,642005210,18637,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Gille Trucking & Excavating,Melendez pit,352 140th St,AMERY - C,Polk,,59089,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gille Trucking and Excavating,"Gille Trucking and Excavating, Inc.",352 140th St,AMERY - C,Polk,,61780,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gillett Cement Products-Wes's Pit,Wes's Pit,"NE1/4, SE1/4, Section 29, T28N, R18E",GILLETT - T,Oconto,,31208,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Gillette Cement Products-11th Rd. Pit,11th Road Gravel Pit,"SE1/4, SE1/4, Sec. 27 & NE1/4, NE1/4, Sec. 34, T31N, R20E",BEAVER - T,Marinette,,30782,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Glacier Hills Sand & Gravel,Glacier Sand & Gravel- Oxford Sand Pit,3264 5th Lane,Oxford - V,Adams,701037370,44095,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Glacier Rock Supply Inc,Straw Pit,504 29 1/2 Ave,BARRON - C,Barron,603112730,52758,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Glacier Rock Supply Inc,Sand Lake Pit,Sawyer Co,-,Sawyer,858026180,55824,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Glacier Rock Supply Inc,Johnson Pit,25th St,DOYLE - T,Barron,,17497,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Glacier Rock Supply Inc,Knutson Pit,204 21 3/4 Street,SIOUX CREEK - T,Barron,,33680,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Glacier Rock Supply Inc,Novak Pit,"Moose Ear Rd, just west of CTH W",STRICKLAND - T,Rusk,,21731,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Glacier Stone, Inc.",Morris Pit,"S1/2, NW1/4, SW1/4, Section 6, T27N, R12E",MORRIS - T,Shawano,459022960,26299,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Glen G. Meyer,Meyer Pit,NE SW Sec. 19 T38N R17E,FENCE - T,Florence,,58755,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Glendenning Limestone Redi-Mix Co Inc,Glendenning Limestone DeVoe-Powers Quarry,CTH B & CTH M (along river),CADIZ - T,Green,,36011,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Glenn T Berweger,Lincoln Pit,"T45N,R5W,Sec. 13",LINCOLN - T,Bayfield,735007240,2844,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gordon & Brenda Scheil,Scheil Sand and Gravel Pit,570 12th Street,PRAIRIE FARM - T,Barron,603107780,46312,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gordon Town,Connors Meadow Pit,"12070S Connors Meadow Road T44N, R10W, Sec. 4",GORDON - T,Douglas,,38888,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Gordon Town,Crotte Brook Pit,"5995E Crotte Brook Rd T44N,R13W, Sec. 28",GORDON - T,Douglas,,38889,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Granberg Bros Inc,Granberg Zieke Pit,"Old 8 W, just east of Hay Creek",PRENTICE - T,Price,851061750,67998,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Green Tech Enterprises,Green Tech Enterprises Otto Quarry,S2565 Co Rd V,UNION - T,Vernon,663060970,68653,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Green Tech Enterprises,Green Tech Enterprises Pickel Quarry,SE Corner of Co. Rd. K and Pikel Rd.,IRONTON - T,Sauk,,68767,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Greg Bechel Trucking and Excavating,Bauer Pit,USH 10 and 920th,WATERVILLE - T,Pepin,647002620,34576,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Greg Bechel Trucking and Excavating,Martin - Pepin County,1897 Lincoln Street,PEPIN - T,Pepin,,46155,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Griesbach Trucking & Excav., Inc.-Dain Pit",Dain Pit,"E1/2, NW1/4, Sec. 28, T23N, R12E",SAINT LAWRENCE - T,Waupaca,,29421,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Grizcour LLC,Grizcour Pit,N6001 Walters Road,PORTERFIELD - T,Marinette,,68348,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Groepper Excavating LLC-Sand Pit,Groepper Sand Pit,E4005 CTY RD BB,TAINTER - T,Dunn,617004080,21244,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Grube Aggregate LLC,Berg Park Pit,5708 County Road D,POPLAR - V,Douglas,399104200,55198,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
H James and Sons Inc,Scanlon Brothers LLC,11560 Hwy 61,LIBERTY - T,Grant,122068100,61698,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
H&E Inc,Borrow Pit,Sec 29 T34N R12W,-,Barron,,58874,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
H&E Inc,Doyle Pit,NE NE Sec8 T35N R10W,-,Barron,,58875,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
H&E Inc.,RL Pit,SE NW Sec.29 T34N R11W,-,Barron,,58873,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
H&R Construction - Sand Pit,H & R Sand Pit,T25N R14W Sec34 NE NE,WATERVILLE - T,Pepin,647001850,21727,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
H&S Exc LLC,Kramer Pit,"N4451 HWY 40, Bruce",BRUCE - V,Rusk,,58787,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
H.L. Roberts Enterprise Inc,H.L. Roberst Enterprise Pit,E SW Sec.27 T36N R18W,LUCK - V,Polk,,58785,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"HAAS SONS, INC.- SHAKAL PIT",SHAKAL PIT,"S23, T29N, R6W",DELMAR ? - T,Chippewa,,24237,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
HALQUIST STONE - IDEAL QUARRY,HALQUIST STONE - IDEAL QUARRY,W220 N6981 Town Line Rd,LISBON - T,Waukesha,268323220,9858,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
HALQUIST STONE - SUSSEX QUARRY,HALQUIST STONE - SUSSEX NORTH -SOUTH QUARRIES,N52 W23564 Lisbon Road - NORTH and SOUTH SIDES OF ROAD,LISBON - T,Waukesha,268088700,9856,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
HALQUIST STONE COMPANY INC,HALQUIST STONE CO- CAWLEY QUARRY,20276 W GOOD HOPE ROAD,LANNON - V,Waukesha,268338510,22547,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
HARTER TRUCKING SAND PIT,Harter Trucking,N 6200 CTH XX,ONALASKA - T,La Crosse,632001810,9837,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
HARTMANN SAND & GRAVEL CO INC GARBISCH PIT,HARTMANN SAND & GRAVEL CO INC GARBISCH PIT,W8251 County Road D,SCOTT - T,Sheboygan,460071810,24564,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
Haas Sons Inc,Earl Pit,"E1/2, NE 1/4 Sec 10 T28N R4W",- T,Clark,399098590,51230,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Haas Sons Inc,Dickerson Pit,NE SE SEC15 T28 R4W,-,Clark,399113990,60084,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Haas Sons Inc,Isenberger Quarry,"w11347 Hixwood Road, Stanley, WI",WORDEN - T,Clark,610082000,50930,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Haas Sons Inc,"Athens Hard Rock, LLC","241707 Cty Rd H, S1/2 SE S24 T30N R4E, Marathon County",HALSEY - T,Marathon,737232980,45805,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Haas Sons Inc,Haas Sons Inc Wausau Badger Yard,"903 South 60th Ave, Wausau",WAUSAU - C,Marathon,737246840,61229,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Haas Sons Inc,Big Rock,"S1/2, SW1/4, Sec 31, T24N, R3E",RICHFIELD - T,Wood,772149730,40029,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
